ensembl_gene_id,Symbol,entrezgene_id,baseMean,logFC,lfcSE,stat,pvalue,FDR,description,gene_biotype,chromosome_name
ENSMUSG00000006169,Clint1,216705,4161.597631,0.268631702,0.095001286,2.827663837,0.004688902,0.015647379,clathrin interactor 1 [Source:MGI Symbol;Acc:MGI:2144243],protein_coding,11
ENSMUSG00000021076,Actr10,56444,1862.977068,0.268124884,0.099639037,2.690962211,0.007124626,0.022293891,ARP10 actin-related protein 10 [Source:MGI Symbol;Acc:MGI:1891654],protein_coding,12
ENSMUSG00000056050,Mia3,338366,5406.814624,0.268089354,0.086594879,3.095903101,0.001962145,0.007330391,melanoma inhibitory activity 3 [Source:MGI Symbol;Acc:MGI:2443183],protein_coding,1
ENSMUSG00000055319,Sec23ip,207352,2193.225855,0.268033538,0.09118317,2.939506701,0.003287352,0.011503127,Sec23 interacting protein [Source:MGI Symbol;Acc:MGI:2450915],protein_coding,7
ENSMUSG00000031696,Vps35,65114,9181.019734,0.267661796,0.105561402,2.535602895,0.011225395,0.032730445,VPS35 retromer complex component [Source:MGI Symbol;Acc:MGI:1890467],protein_coding,8
ENSMUSG00000023505,Cdca3,14793,2275.902839,0.267609266,0.110184462,2.428738687,0.015151448,0.042004217,cell division cycle associated 3 [Source:MGI Symbol;Acc:MGI:1315198],protein_coding,6
ENSMUSG00000038274,Fau,14109,7116.868225,0.267158633,0.097436576,2.741872144,0.006109012,0.01963505,Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (fox derived) [Source:MGI Symbol;Acc:MGI:102547],protein_coding,19
ENSMUSG00000020231,Dip2a,64451,2954.368626,0.267087362,0.095439632,2.798495309,0.005134132,0.016921192,disco interacting protein 2 homolog A [Source:MGI Symbol;Acc:MGI:2385920],protein_coding,10
ENSMUSG00000026305,Lrrfip1,16978,4128.366694,0.267026699,0.097641954,2.734753733,0.006242696,0.019987183,leucine rich repeat (in FLII) interacting protein 1 [Source:MGI Symbol;Acc:MGI:1342770],protein_coding,1
ENSMUSG00000031231,Cox7b,66142,2151.259788,0.266943113,0.102584054,2.602189166,0.009263074,0.027778744,cytochrome c oxidase subunit 7B [Source:MGI Symbol;Acc:MGI:1913392],protein_coding,X
ENSMUSG00000032399,Rpl4,67891,21138.10681,0.26677209,0.096661415,2.759861206,0.005782592,0.018731247,ribosomal protein L4 [Source:MGI Symbol;Acc:MGI:1915141],protein_coding,9
ENSMUSG00000009927,Rps25,75617,6100.065607,0.265804736,0.086589271,3.069719073,0.002142602,0.007899914,ribosomal protein S25 [Source:MGI Symbol;Acc:MGI:1922867],protein_coding,9
ENSMUSG00000026421,Csrp1,13007,5475.832325,0.265785866,0.100182872,2.653007067,0.00797782,0.024488868,cysteine and glycine-rich protein 1 [Source:MGI Symbol;Acc:MGI:88549],protein_coding,1
ENSMUSG00000007836,Hnrnpa0,77134,7007.6914,0.265727567,0.074994087,3.543313555,0.000395133,0.001790437,heterogeneous nuclear ribonucleoprotein A0 [Source:MGI Symbol;Acc:MGI:1924384],protein_coding,13
ENSMUSG00000029538,Srsf9,108014,2372.209769,0.265704043,0.100090418,2.654640158,0.007939305,0.024399733,serine and arginine-rich splicing factor 9 [Source:MGI Symbol;Acc:MGI:104896],protein_coding,5
ENSMUSG00000038976,Ppp1r9b,217124,3683.225481,0.265046547,0.085284484,3.107793284,0.001884899,0.00707972,"protein phosphatase 1, regulatory subunit 9B [Source:MGI Symbol;Acc:MGI:2387581]",protein_coding,11
ENSMUSG00000033161,Atp1a1,11928,15637.53293,0.26495096,0.095538647,2.773233334,0.005550231,0.018113847,"ATPase, Na+/K+ transporting, alpha 1 polypeptide [Source:MGI Symbol;Acc:MGI:88105]",protein_coding,3
ENSMUSG00000015961,Adss,11566,2212.202318,0.264767837,0.094060635,2.814863392,0.004879797,0.016206894,"adenylosuccinate synthetase, non muscle [Source:MGI Symbol;Acc:MGI:87948]",protein_coding,1
ENSMUSG00000037458,Azin1,54375,5587.669442,0.264715883,0.091711386,2.886401504,0.003896747,0.013282564,antizyme inhibitor 1 [Source:MGI Symbol;Acc:MGI:1859169],protein_coding,15
ENSMUSG00000068328,Aup1,11993,2248.559034,0.264486779,0.110798383,2.387099624,0.016981889,0.046135465,ancient ubiquitous protein 1 [Source:MGI Symbol;Acc:MGI:107789],protein_coding,6
ENSMUSG00000021690,Jmy,57748,1551.121474,0.264432486,0.109217933,2.421145299,0.015471692,0.042697746,junction-mediating and regulatory protein [Source:MGI Symbol;Acc:MGI:1913096],protein_coding,13
ENSMUSG00000000028,Cdc45,12544,1750.265121,0.264322796,0.104148897,2.537931794,0.011150971,0.032527757,cell division cycle 45 [Source:MGI Symbol;Acc:MGI:1338073],protein_coding,16
ENSMUSG00000036550,Cnot1,234594,10133.06904,0.264093109,0.071610566,3.687906991,0.000226106,0.001084704,"CCR4-NOT transcription complex, subunit 1 [Source:MGI Symbol;Acc:MGI:2442402]",protein_coding,8
ENSMUSG00000042508,Dmtf1,23857,1550.759723,0.263903001,0.104446875,2.526672072,0.011514896,0.03343482,cyclin D binding myb-like transcription factor 1 [Source:MGI Symbol;Acc:MGI:1344415],protein_coding,5
ENSMUSG00000024855,Pacs1,107975,2053.399275,0.263864553,0.107920854,2.444982063,0.014485935,0.040465977,phosphofurin acidic cluster sorting protein 1 [Source:MGI Symbol;Acc:MGI:1277113],protein_coding,19
ENSMUSG00000066324,Impad1,242291,7284.954896,0.263533467,0.10321401,2.553272257,0.010671604,0.031350203,inositol monophosphatase domain containing 1 [Source:MGI Symbol;Acc:MGI:1915720],protein_coding,4
ENSMUSG00000032562,Gnai2,14678,10742.06761,0.263224588,0.08115635,3.243425644,0.001181016,0.004688341,"guanine nucleotide binding protein (G protein), alpha inhibiting 2 [Source:MGI Symbol;Acc:MGI:95772]",protein_coding,9
ENSMUSG00000020190,Mknk2,17347,4440.32839,0.263147028,0.094032271,2.798475746,0.005134443,0.016921192,MAP kinase-interacting serine/threonine kinase 2 [Source:MGI Symbol;Acc:MGI:894279],protein_coding,10
ENSMUSG00000051220,Ercc6l,236930,2111.124336,0.262560933,0.097923284,2.681292153,0.007333846,0.02283055,excision repair cross-complementing rodent repair deficiency complementation group 6 like [Source:MGI Symbol;Acc:MGI:2654144],protein_coding,X
ENSMUSG00000024795,Kif20b,240641,2914.73893,0.262098598,0.100694542,2.602907683,0.009243684,0.027726869,kinesin family member 20B [Source:MGI Symbol;Acc:MGI:2444576],protein_coding,19
ENSMUSG00000109511,Nup62,18226,2482.332525,0.261039763,0.093790933,2.783208941,0.005382413,0.017613976,nucleoporin 62 [Source:MGI Symbol;Acc:MGI:1351500],protein_coding,7
ENSMUSG00000027189,Trim44,80985,3851.328765,0.260967625,0.093006624,2.805903642,0.005017569,0.016593783,tripartite motif-containing 44 [Source:MGI Symbol;Acc:MGI:1931835],protein_coding,2
ENSMUSG00000024909,Efemp2,58859,8511.440289,0.260475647,0.092007715,2.831019628,0.004639987,0.015499756,epidermal growth factor-containing fibulin-like extracellular matrix protein 2 [Source:MGI Symbol;Acc:MGI:1891209],protein_coding,19
ENSMUSG00000024383,Map3k2,26405,2880.30551,0.259932827,0.100918612,2.57566789,0.010004669,0.029633941,mitogen-activated protein kinase kinase kinase 2 [Source:MGI Symbol;Acc:MGI:1346873],protein_coding,18
ENSMUSG00000022614,Lmf2,105847,4033.309684,0.259732596,0.099297848,2.615692106,0.008904681,0.026874215,lipase maturation factor 2 [Source:MGI Symbol;Acc:MGI:2146015],protein_coding,15
ENSMUSG00000034187,Nsf,18195,1682.744618,0.258946467,0.101148928,2.560051519,0.010465665,0.030840904,N-ethylmaleimide sensitive fusion protein [Source:MGI Symbol;Acc:MGI:104560],protein_coding,11
ENSMUSG00000058070,Eml1,68519,2323.174116,0.258907443,0.107586934,2.406495232,0.016106414,0.044079719,echinoderm microtubule associated protein like 1 [Source:MGI Symbol;Acc:MGI:1915769],protein_coding,12
ENSMUSG00000031628,Casp3,12367,2716.925188,0.258892823,0.086579491,2.990232674,0.00278765,0.009935548,caspase 3 [Source:MGI Symbol;Acc:MGI:107739],protein_coding,8
ENSMUSG00000026277,Stk25,59041,2404.636186,0.258667453,0.094807336,2.728348514,0.006365232,0.020315711,serine/threonine kinase 25 (yeast) [Source:MGI Symbol;Acc:MGI:1891699],protein_coding,1
ENSMUSG00000044496,2510039O18Rik,77034,1686.051545,0.25859704,0.100775458,2.566071587,0.01028576,0.030378286,RIKEN cDNA 2510039O18 gene [Source:MGI Symbol;Acc:MGI:1924284],protein_coding,4
ENSMUSG00000031311,Nono,53610,14977.17516,0.258357828,0.084311344,3.064330555,0.002181577,0.008032446,"non-POU-domain-containing, octamer binding protein [Source:MGI Symbol;Acc:MGI:1855692]",protein_coding,X
ENSMUSG00000022021,Diaph3,56419,1845.677764,0.2580999,0.103796847,2.486587103,0.012897499,0.036756902,diaphanous related formin 3 [Source:MGI Symbol;Acc:MGI:1927222],protein_coding,14
ENSMUSG00000029634,Rnf6,74132,2040.984195,0.257141815,0.099554211,2.582932586,0.009796446,0.029101725,ring finger protein (C3H2C3 type) 6 [Source:MGI Symbol;Acc:MGI:1921382],protein_coding,5
ENSMUSG00000024982,Zdhhc6,66980,1829.31734,0.256927596,0.108291474,2.372556103,0.01766548,0.047796681,"zinc finger, DHHC domain containing 6 [Source:MGI Symbol;Acc:MGI:1914230]",protein_coding,19
ENSMUSG00000027878,Notch2,18129,5388.192359,0.256734025,0.08356726,3.072184329,0.002124985,0.007845869,notch 2 [Source:MGI Symbol;Acc:MGI:97364],protein_coding,3
ENSMUSG00000071659,Hnrnpul2,68693,7728.150606,0.256317794,0.076139901,3.366405666,0.000761546,0.003189351,heterogeneous nuclear ribonucleoprotein U-like 2 [Source:MGI Symbol;Acc:MGI:1915943],protein_coding,19
ENSMUSG00000023106,Denr,68184,1800.733494,0.256253865,0.108419099,2.3635491,0.018100828,0.048686379,density-regulated protein [Source:MGI Symbol;Acc:MGI:1915434],protein_coding,5
ENSMUSG00000020571,Pdia6,71853,8433.629559,0.256105302,0.082348984,3.109999525,0.001870876,0.007031037,protein disulfide isomerase associated 6 [Source:MGI Symbol;Acc:MGI:1919103],protein_coding,12
ENSMUSG00000041740,Rnf10,50849,6469.152029,0.256050554,0.093980394,2.72451033,0.006439692,0.020518777,ring finger protein 10 [Source:MGI Symbol;Acc:MGI:1859162],protein_coding,5
ENSMUSG00000014956,Ppp1cb,19046,7561.106772,0.255838747,0.088470456,2.891798676,0.003830433,0.013087409,protein phosphatase 1 catalytic subunit beta [Source:MGI Symbol;Acc:MGI:104871],protein_coding,5
ENSMUSG00000047250,Ptgs1,19224,7000.996977,0.254750207,0.090247376,2.822799059,0.00476064,0.015858829,prostaglandin-endoperoxide synthase 1 [Source:MGI Symbol;Acc:MGI:97797],protein_coding,2
ENSMUSG00000020114,Cand1,71902,5776.423404,0.254361352,0.082519792,3.082428419,0.002053191,0.007623263,cullin associated and neddylation disassociated 1 [Source:MGI Symbol;Acc:MGI:1261820],protein_coding,10
ENSMUSG00000027523,Gnas,14683,22061.65043,0.253629307,0.077609598,3.268014694,0.001083047,0.004334479,"GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus [Source:MGI Symbol;Acc:MGI:95777]",protein_coding,2
ENSMUSG00000030123,Plxnd1,67784,3662.507537,0.253397543,0.091702988,2.763241943,0.005723033,0.018579182,plexin D1 [Source:MGI Symbol;Acc:MGI:2154244],protein_coding,6
ENSMUSG00000024807,Syvn1,74126,2243.764516,0.252943758,0.090429762,2.797129542,0.005155886,0.016983416,"synovial apoptosis inhibitor 1, synoviolin [Source:MGI Symbol;Acc:MGI:1921376]",protein_coding,19
ENSMUSG00000026393,Nek7,59125,3111.43561,0.252756912,0.094145369,2.684751401,0.007258377,0.022649989,NIMA (never in mitosis gene a)-related expressed kinase 7 [Source:MGI Symbol;Acc:MGI:1890645],protein_coding,1
ENSMUSG00000055204,Ankrd17,81702,7620.917622,0.252065146,0.079312963,3.178107816,0.001482396,0.005721946,ankyrin repeat domain 17 [Source:MGI Symbol;Acc:MGI:1932101],protein_coding,5
ENSMUSG00000021870,Slmap,83997,2782.174596,0.250832576,0.089990519,2.787322254,0.00531456,0.017432441,sarcolemma associated protein [Source:MGI Symbol;Acc:MGI:1933549],protein_coding,14
ENSMUSG00000027351,Spred1,114715,4303.848867,0.25082146,0.087485027,2.867021579,0.004143548,0.014039551,"sprouty protein with EVH-1 domain 1, related sequence [Source:MGI Symbol;Acc:MGI:2150016]",protein_coding,2
ENSMUSG00000000563,Atp5pb,11950,4571.097733,0.250773713,0.080960024,3.097500469,0.001951601,0.007297171,ATP synthase peripheral stalk-membrane subunit b [Source:MGI Symbol;Acc:MGI:1100495],protein_coding,3
ENSMUSG00000037679,Inf2,70435,4007.445338,0.250444874,0.090638307,2.763123906,0.005725103,0.018581351,"inverted formin, FH2 and WH2 domain containing [Source:MGI Symbol;Acc:MGI:1917685]",protein_coding,12
ENSMUSG00000054277,Arfgap3,66251,2444.927748,0.24960847,0.102486729,2.435519932,0.014870405,0.041391689,ADP-ribosylation factor GTPase activating protein 3 [Source:MGI Symbol;Acc:MGI:1913501],protein_coding,15
ENSMUSG00000022772,Senp5,320213,2738.728666,0.248930859,0.101481545,2.452966781,0.014168342,0.039763154,SUMO/sentrin specific peptidase 5 [Source:MGI Symbol;Acc:MGI:2443596],protein_coding,16
ENSMUSG00000025024,Smndc1,76479,1654.299112,0.248834375,0.105355836,2.361847094,0.018184141,0.048841091,survival motor neuron domain containing 1 [Source:MGI Symbol;Acc:MGI:1923729],protein_coding,19
ENSMUSG00000048612,Myof,226101,13327.07053,0.248823872,0.079916511,3.113547733,0.001848526,0.006958879,myoferlin [Source:MGI Symbol;Acc:MGI:1919192],protein_coding,19
ENSMUSG00000025234,Arih1,23806,4278.287798,0.248455523,0.081371203,3.053359341,0.002262948,0.008281439,ariadne RBR E3 ubiquitin protein ligase 1 [Source:MGI Symbol;Acc:MGI:1344363],protein_coding,9
ENSMUSG00000025982,Sf3b1,81898,11285.24405,0.248296098,0.074562148,3.330055595,0.000868286,0.003584284,"splicing factor 3b, subunit 1 [Source:MGI Symbol;Acc:MGI:1932339]",protein_coding,1
ENSMUSG00000012422,Tmem167,66074,2476.11991,0.248096248,0.097931005,2.533377933,0.011296908,0.032902772,transmembrane protein 167 [Source:MGI Symbol;Acc:MGI:1913324],protein_coding,13
ENSMUSG00000031948,Kars,85305,4624.469966,0.247132279,0.098373146,2.5121925,0.011998362,0.034566026,lysyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:1934754],protein_coding,8
ENSMUSG00000028745,Capzb,12345,5252.941268,0.247095459,0.095700828,2.581957387,0.009824171,0.029164478,"capping protein (actin filament) muscle Z-line, beta [Source:MGI Symbol;Acc:MGI:104652]",protein_coding,4
ENSMUSG00000019802,Sec63,140740,4461.624001,0.246915408,0.093259308,2.647622122,0.008106008,0.02481985,SEC63-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2155302],protein_coding,10
ENSMUSG00000038612,Mcl1,17210,5223.639168,0.2467734,0.09116042,2.707023518,0.006788945,0.021415389,myeloid cell leukemia sequence 1 [Source:MGI Symbol;Acc:MGI:101769],protein_coding,3
ENSMUSG00000038212,Mfsd14b,66631,1938.466282,0.246500255,0.101820333,2.420933494,0.015480709,0.042713739,major facilitator superfamily domain containing 14B [Source:MGI Symbol;Acc:MGI:1913881],protein_coding,13
ENSMUSG00000076432,Ywhaq,22630,6874.301971,0.246395003,0.099510429,2.476072176,0.013283672,0.03763092,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta [Source:MGI Symbol;Acc:MGI:891963],protein_coding,12
ENSMUSG00000025917,Cops5,26754,1807.349909,0.246330549,0.103787935,2.373402542,0.017625044,0.04769701,COP9 signalosome subunit 5 [Source:MGI Symbol;Acc:MGI:1349415],protein_coding,1
ENSMUSG00000028312,Smc2,14211,5883.621831,0.246039552,0.095981561,2.563404352,0.010365126,0.030592238,structural maintenance of chromosomes 2 [Source:MGI Symbol;Acc:MGI:106067],protein_coding,4
ENSMUSG00000061477,Rps7,20115,6797.20987,0.245964964,0.091437466,2.689980091,0.007145628,0.022338515,ribosomal protein S7 [Source:MGI Symbol;Acc:MGI:1333818],protein_coding,12
ENSMUSG00000048578,Mlec,109154,14747.53354,0.245805044,0.080375465,3.058209907,0.002226635,0.008171111,malectin [Source:MGI Symbol;Acc:MGI:1924015],protein_coding,5
ENSMUSG00000066979,Bub3,12237,2510.198991,0.245711664,0.097822971,2.511799243,0.01201174,0.034589531,BUB3 mitotic checkpoint protein [Source:MGI Symbol;Acc:MGI:1343463],protein_coding,7
ENSMUSG00000015755,Tab2,68652,4159.347996,0.243384195,0.093884841,2.592369454,0.009531735,0.02843645,TGF-beta activated kinase 1/MAP3K7 binding protein 2 [Source:MGI Symbol;Acc:MGI:1915902],protein_coding,10
ENSMUSG00000030007,Cct7,12468,7152.190901,0.24300788,0.097494046,2.492540714,0.012683279,0.036255523,"chaperonin containing Tcp1, subunit 7 (eta) [Source:MGI Symbol;Acc:MGI:107184]",protein_coding,6
ENSMUSG00000037487,Ubr5,70790,9505.16949,0.242982628,0.097370632,2.495440604,0.012580081,0.035999348,ubiquitin protein ligase E3 component n-recognin 5 [Source:MGI Symbol;Acc:MGI:1918040],protein_coding,15
ENSMUSG00000010277,2610507B11Rik,72503,9636.708698,0.242463274,0.094187008,2.574275142,0.010045036,0.029740216,RIKEN cDNA 2610507B11 gene [Source:MGI Symbol;Acc:MGI:1919753],protein_coding,11
ENSMUSG00000027429,Sec23b,27054,1769.11928,0.242253961,0.100306312,2.415141739,0.015729088,0.043219124,"SEC23 homolog B, COPII coat complex component [Source:MGI Symbol;Acc:MGI:1350925]",protein_coding,2
ENSMUSG00000031320,Rps4x,20102,18257.28499,0.242225307,0.08252884,2.935038294,0.003335065,0.011642426,"ribosomal protein S4, X-linked [Source:MGI Symbol;Acc:MGI:98158]",protein_coding,X
ENSMUSG00000078941,Ak6,102216272,2393.200729,0.242222601,0.100907509,2.400441778,0.016375295,0.04469187,adenylate kinase 6 [Source:MGI Symbol;Acc:MGI:5510732],protein_coding,13
ENSMUSG00000026596,Abl2,11352,4011.436872,0.242068385,0.100152578,2.416996057,0.015649187,0.043037295,"v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene) [Source:MGI Symbol;Acc:MGI:87860]",protein_coding,1
ENSMUSG00000078578,Ube2d3,66105,9169.153677,0.241922782,0.077406429,3.125357756,0.001775889,0.006723626,ubiquitin-conjugating enzyme E2D 3 [Source:MGI Symbol;Acc:MGI:1913355],protein_coding,3
ENSMUSG00000020458,Rtn4,68585,10261.97283,0.241716859,0.094825444,2.549071729,0.010801008,0.031674196,reticulon 4 [Source:MGI Symbol;Acc:MGI:1915835],protein_coding,11
ENSMUSG00000044221,Grsf1,231413,2907.369466,0.241543816,0.102200313,2.363435193,0.018106393,0.048691467,G-rich RNA sequence binding factor 1 [Source:MGI Symbol;Acc:MGI:106479],protein_coding,5
ENSMUSG00000032187,Smarca4,20586,6488.336604,0.241256863,0.098685371,2.444707452,0.014496968,0.040488266,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4 [Source:MGI Symbol;Acc:MGI:88192]",protein_coding,9
ENSMUSG00000002015,Bcap31,27061,3582.242885,0.240906223,0.089743729,2.684379475,0.007266458,0.022662799,B cell receptor associated protein 31 [Source:MGI Symbol;Acc:MGI:1350933],protein_coding,X
ENSMUSG00000025794,Rpl14,67115,6367.061545,0.240541519,0.093890452,2.561938031,0.010408989,0.03070119,ribosomal protein L14 [Source:MGI Symbol;Acc:MGI:1914365],protein_coding,9
ENSMUSG00000024077,Strn,268980,2672.29035,0.240317985,0.085489051,2.811096668,0.004937295,0.016360961,"striatin, calmodulin binding protein [Source:MGI Symbol;Acc:MGI:1333757]",protein_coding,17
ENSMUSG00000026083,Eif5b,226982,3513.20541,0.239173072,0.095321184,2.509128212,0.012102955,0.034784186,eukaryotic translation initiation factor 5B [Source:MGI Symbol;Acc:MGI:2441772],protein_coding,1
ENSMUSG00000033478,Fam160b1,226252,1877.451127,0.238668079,0.096898529,2.463072253,0.013775215,0.038807753,"family with sequence similarity 160, member B1 [Source:MGI Symbol;Acc:MGI:2147545]",protein_coding,19
ENSMUSG00000029713,Gnb2,14693,8570.912158,0.238599979,0.080389673,2.968042658,0.002997027,0.010585025,"guanine nucleotide binding protein (G protein), beta 2 [Source:MGI Symbol;Acc:MGI:95784]",protein_coding,5
ENSMUSG00000028156,Eif4e,13684,3292.666186,0.237880166,0.090319242,2.633770627,0.008444251,0.025648155,eukaryotic translation initiation factor 4E [Source:MGI Symbol;Acc:MGI:95305],protein_coding,3
ENSMUSG00000061315,Naca,17938,7079.802738,0.237649277,0.086621218,2.743545789,0.006077957,0.019549459,nascent polypeptide-associated complex alpha polypeptide [Source:MGI Symbol;Acc:MGI:106095],protein_coding,10
ENSMUSG00000059119,Nap1l4,17955,2814.626924,0.236785052,0.089944897,2.632556825,0.008474485,0.025734088,nucleosome assembly protein 1-like 4 [Source:MGI Symbol;Acc:MGI:1316687],protein_coding,7
ENSMUSG00000031314,Taf1,270627,6266.538732,0.236732795,0.084946854,2.786834156,0.005322571,0.017446144,TATA-box binding protein associated factor 1 [Source:MGI Symbol;Acc:MGI:1336878],protein_coding,X
ENSMUSG00000034377,Tulp4,68842,11354.436,0.236553108,0.087815203,2.693760288,0.007065096,0.02213897,tubby like protein 4 [Source:MGI Symbol;Acc:MGI:1916092],protein_coding,17
ENSMUSG00000021144,Mta1,116870,2425.395727,0.236139637,0.091830934,2.571460694,0.010127051,0.02996296,metastasis associated 1 [Source:MGI Symbol;Acc:MGI:2150037],protein_coding,12
ENSMUSG00000031545,Gpat4,102247,4015.358981,0.235900178,0.092012897,2.563772976,0.010354125,0.030566575,glycerol-3-phosphate acyltransferase 4 [Source:MGI Symbol;Acc:MGI:2142716],protein_coding,8
ENSMUSG00000049047,Armcx3,71703,4183.176784,0.235777949,0.09527829,2.474624061,0.013337649,0.037759619,"armadillo repeat containing, X-linked 3 [Source:MGI Symbol;Acc:MGI:1918953]",protein_coding,X
ENSMUSG00000026775,Yme1l1,27377,3612.470548,0.235649626,0.087845179,2.682556152,0.007306189,0.022770639,YME1-like 1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1351651],protein_coding,2
ENSMUSG00000061306,Slc38a10,72055,4942.762652,0.235640631,0.080754189,2.917998849,0.003522857,0.012182402,"solute carrier family 38, member 10 [Source:MGI Symbol;Acc:MGI:1919305]",protein_coding,11
ENSMUSG00000017831,Rab5a,271457,2330.863534,0.235221047,0.093920921,2.504458488,0.0122639,0.035185712,"RAB5A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:105926]",protein_coding,17
ENSMUSG00000026667,Uhmk1,16589,3182.736129,0.234799799,0.095563339,2.457007065,0.014009993,0.039360419,U2AF homology motif (UHM) kinase 1 [Source:MGI Symbol;Acc:MGI:1341908],protein_coding,1
ENSMUSG00000030978,Rrm1,20133,8503.578412,0.234718707,0.082507827,2.844805348,0.004443857,0.014904687,ribonucleotide reductase M1 [Source:MGI Symbol;Acc:MGI:98180],protein_coding,7
ENSMUSG00000035898,Uba6,231380,2179.098611,0.234485005,0.094869831,2.47164986,0.013449117,0.038034573,ubiquitin-like modifier activating enzyme 6 [Source:MGI Symbol;Acc:MGI:1913894],protein_coding,5
ENSMUSG00000024286,Ccny,67974,2914.194893,0.233653714,0.086914646,2.688312327,0.007181419,0.02244511,cyclin Y [Source:MGI Symbol;Acc:MGI:1915224],protein_coding,18
ENSMUSG00000059796,Eif4a1,13681,14385.88396,0.232528741,0.098108616,2.370115386,0.017782535,0.048024981,eukaryotic translation initiation factor 4A1 [Source:MGI Symbol;Acc:MGI:95303],protein_coding,11
ENSMUSG00000036026,Tmem63b,224807,2246.745398,0.232222487,0.098049766,2.368414498,0.017864509,0.048168037,transmembrane protein 63b [Source:MGI Symbol;Acc:MGI:2387609],protein_coding,17
ENSMUSG00000029110,Rnf4,19822,4332.185393,0.232193226,0.090894266,2.554542083,0.010632758,0.031249934,ring finger protein 4 [Source:MGI Symbol;Acc:MGI:1201691],protein_coding,5
ENSMUSG00000036112,Metap2,56307,4377.991874,0.231902929,0.095314411,2.433031134,0.014973013,0.041607399,methionine aminopeptidase 2 [Source:MGI Symbol;Acc:MGI:1929701],protein_coding,10
ENSMUSG00000031386,Hcfc1,15161,11550.77788,0.231595094,0.089540152,2.586494321,0.009695777,0.028834984,host cell factor C1 [Source:MGI Symbol;Acc:MGI:105942],protein_coding,X
ENSMUSG00000046707,Csnk2a2,13000,2699.200567,0.230641396,0.095377321,2.418199557,0.01559752,0.042946641,"casein kinase 2, alpha prime polypeptide [Source:MGI Symbol;Acc:MGI:88547]",protein_coding,8
ENSMUSG00000027288,Zfp106,20402,6937.150483,0.230376196,0.091145754,2.527558189,0.011485879,0.033372496,zinc finger protein 106 [Source:MGI Symbol;Acc:MGI:1270153],protein_coding,2
ENSMUSG00000036438,Calm2,12314,11697.5891,0.230362378,0.07915342,2.910327542,0.003610502,0.012430441,calmodulin 2 [Source:MGI Symbol;Acc:MGI:103250],protein_coding,17
ENSMUSG00000012405,Rpl15,66480,5645.968297,0.230002041,0.097571581,2.357264673,0.01841012,0.049358038,ribosomal protein L15 [Source:MGI Symbol;Acc:MGI:1913730],protein_coding,14
ENSMUSG00000044345,Marveld1,277010,2797.287421,0.229743206,0.086599515,2.65293872,0.007979436,0.024488868,MARVEL (membrane-associating) domain containing 1 [Source:MGI Symbol;Acc:MGI:2147570],protein_coding,19
ENSMUSG00000027002,Nckap1,50884,8047.580461,0.228934569,0.09659607,2.370019489,0.017787148,0.048024981,NCK-associated protein 1 [Source:MGI Symbol;Acc:MGI:1355333],protein_coding,2
ENSMUSG00000036817,Sun1,77053,3957.271741,0.228899014,0.090273237,2.535624317,0.011224708,0.032730445,Sad1 and UNC84 domain containing 1 [Source:MGI Symbol;Acc:MGI:1924303],protein_coding,5
ENSMUSG00000036591,Arhgap21,71435,3309.244462,0.227886507,0.082477035,2.763029826,0.005726753,0.018582158,Rho GTPase activating protein 21 [Source:MGI Symbol;Acc:MGI:1918685],protein_coding,2
ENSMUSG00000024976,Shoc2,56392,2135.99039,0.226950919,0.094250665,2.407950313,0.016042364,0.043916055,"Shoc2, leucine rich repeat scaffold protein [Source:MGI Symbol;Acc:MGI:1927197]",protein_coding,19
ENSMUSG00000001833,Septin7,235072,7166.351557,0.226354701,0.088655976,2.553180417,0.010674419,0.031351522,septin 7 [Source:MGI Symbol;Acc:MGI:1335094],protein_coding,9
ENSMUSG00000021279,Cdc42bpb,217866,3951.416184,0.226136526,0.079231093,2.854138664,0.004315369,0.014536269,CDC42 binding protein kinase beta [Source:MGI Symbol;Acc:MGI:2136459],protein_coding,12
ENSMUSG00000003814,Calr,12317,33936.1451,0.2240151,0.071579263,3.129608919,0.001750392,0.006638467,calreticulin [Source:MGI Symbol;Acc:MGI:88252],protein_coding,8
ENSMUSG00000040151,Hs2st1,23908,4949.411684,0.223024127,0.093836994,2.376718573,0.017467409,0.047299389,heparan sulfate 2-O-sulfotransferase 1 [Source:MGI Symbol;Acc:MGI:1346049],protein_coding,3
ENSMUSG00000032393,Dpp8,74388,3665.650484,0.222819271,0.083451397,2.670048419,0.007584031,0.023509432,dipeptidylpeptidase 8 [Source:MGI Symbol;Acc:MGI:1921638],protein_coding,9
ENSMUSG00000059263,Usp47,74996,5357.226114,0.222750888,0.07808858,2.852541153,0.00433712,0.014594699,ubiquitin specific peptidase 47 [Source:MGI Symbol;Acc:MGI:1922246],protein_coding,7
